OrderID,Order Date,CustomerID,Region,ProductCategory,ProductID,Quantity,UnitPrice,ShippingCost,DeliveryDate,DeliveryStatus,Carrier,WarehouseID
8b3cf388-b115-44c4-9d3f-1727f4aaa218,7/15/2024,0604a3c0-b4b2-4540-8e2f-901bb04d7b6a,South America,Electronics,921532ab-1fc6-48cc-b9d9-678f1f43008a,3,442.17,19.9,7/26/2024,Delivered,USPS,W004
195fe362-5f24-41d0-9f8d-831e30094724,3/8/2024,273612bd-e74e-424b-abc3-47b9f32971ab,Europe,Electronics,d2496d9a-b0ff-4ac3-8f09-3703ccdaa2b3,99,728.49,8.07,3/21/2024,Delivered,DHL,W004
bb8cabad-10b1-4bdd-a308-6e02b3bf3031,5/1/2024,05026ea3-884d-4be5-9c3f-54f428d75bce,Asia,Electronics,4155aa6a-70ce-4cbf-a71f-4c35cf071575,25,942.55,22.25,5/16/2024,Cancelled,UPS,W004
3dbf1003-09ed-4af4-98bc-3e1cc03beaa9,4/16/2024,dcd7d81d-e1e5-4687-9a8b-898989f1ee22,South America,Electronics,9c2d22f8-f055-4962-818c-4477b8cc0965,89,224.37,15.2,2/26/2024,Cancelled,UPS,W002
32fce6d3-8886-43aa-ae3d-b61176528c5a,5/11/2024,5e86e37d-3569-4077-97e9-0d291875eb51,Asia,Groceries,3c51f0c2-84a2-49e0-951b-ca35e356a646,91,991.54,29.98,4/15/2024,Cancelled,DHL,W003
9b6f2b5e-9c98-4434-ab9d-eb81296ceb51,6/28/2024,c27178a4-4945-4487-8b57-ea35b033ab94,Australia,Furniture,b78a7dd8-ef7e-485d-9d3e-240a99f461dd,40,199.48,30.75,3/18/2024,Cancelled,UPS,W001
0e93cacd-8191-4de1-bada-9dba5d56efdd,4/6/2024,ebbe5bb1-b8af-4356-b453-2f085bbdb6d6,Europe,Clothing,36065a42-1d97-4d88-9b0b-52b7f6076bd1,31,648.96,31.05,6/4/2024,Delivered,UPS,W001
a1a9e3de-8e6b-4995-8fa8-4cb0c657faaa,5/13/2024,326ac618-a8c2-408c-b3ea-e141eae91d03,Africa,Furniture,39201641-fa2a-4d7b-8260-819aac8f7684,96,813.37,34.34,5/27/2024,In Transit,DHL,W001
663ee3fc-0a3a-4d0e-b5f4-9100f85889c6,5/6/2024,53bd94c6-8b60-4c36-9e45-dff5426e0c6b,Africa,Electronics,1aeef6d3-e342-4229-b6ce-649f244c450f,30,410.08,30.25,5/17/2024,In Transit,UPS,W004
46ef0ad9-6a73-4f9a-a85b-a80a09cbb589,1/13/2024,f8da4331-0a3e-47ad-a2f7-2e94ad9ab976,Europe,Toys,e3e075a6-3787-4b5f-ac89-98f100f70285,94,786.61,43.33,2/11/2024,Cancelled,USPS,W005
3e40feec-8ea1-4756-bc60-1fe46163bed6,2/26/2024,b5b83d6d-33c9-4ec2-8f00-1c516a8f76ac,Asia,Clothing,f6a2148e-556e-422e-867d-f6563ccb32f0,30,219.83,34.66,1/30/2024,In Transit,UPS,W001
f9e82205-62b0-4f6f-987e-efaa9193ae77,1/1/2024,7eb07621-2db1-4f17-a37d-d859db126259,South America,Furniture,3b520f7c-ea17-4dbd-9e28-cd6d6ceb1afe,22,269.62,15.53,7/2/2024,Cancelled,FedEx,W002
7cebf3c0-5e07-41e2-8490-772c6e07b2b5,7/22/2024,e4a592a5-6daa-4409-82c8-75591892a781,South America,Toys,156bbd3c-6930-43d5-b108-c8caddd8e8ab,33,45.38,22.02,3/11/2024,In Transit,Amazon Logistics,W005
5d2da70b-ac80-4ee6-bb47-bcb76928a754,7/7/2024,35e16764-b8f9-441d-a5e7-8b2894b1cb2d,Europe,Books,37ab4d9d-9320-4246-b98a-f1d0c51416f9,56,581.57,39.07,2/1/2024,Cancelled,Amazon Logistics,W004
882e8afc-436e-4504-b0cd-655329dbb903,2/22/2024,e15fc88e-59cc-466f-bbbf-898236ef3c2b,South America,Toys,843d9023-c03f-44ff-81ef-a2ce1508ab9d,80,220.04,25.43,3/1/2024,Delivered,Amazon Logistics,W003
81ac9e35-f3bc-4a8d-8d00-78a2e9c2ef8e,1/7/2024,bbf239bc-eb37-41e5-b3e5-e0525bc6dfa4,North America,Furniture,e9b1939f-bf19-418e-baa8-c1e34c79eabf,25,910.69,29.59,5/6/2024,Delivered,UPS,W004
d42ac3ee-9bf5-4b49-8a07-1f727ea84836,5/22/2024,98742e16-e92b-4c95-abd8-a1f8a196dd00,Australia,Groceries,848c0346-3f14-4017-8d2f-f7ba1b883c88,42,536.15,23.5,7/27/2024,Delivered,Amazon Logistics,W005
a63619b7-c1f2-4622-ae3b-93b5139f4017,6/22/2024,76b4b37e-8c6a-4b24-ae8d-cbc282fbdc45,Asia,Electronics,3aaab74b-a217-4f0f-ab9c-c18557982e7f,24,811.3,14.64,5/21/2024,In Transit,DHL,W001
f586f688-5d1b-49c5-a01f-275d4a3da04d,3/4/2024,09268ec9-5886-4cc9-8e3a-514d881769b8,Australia,Electronics,466561d8-75e5-4406-8215-5545bf3328b1,19,700.07,33.23,2/9/2024,Cancelled,DHL,W001
5d5d3c10-620f-43f7-b4c1-bb73f3086433,1/29/2024,ce1ca1e0-af18-4ec3-a01b-84f9934c3804,Australia,Electronics,35d5e044-9f0e-435d-a445-34fff10b31e8,60,548.51,36.69,2/28/2024,Delivered,USPS,W005
807d9bd6-564b-4e24-9a78-3928ff804778,5/29/2024,7f09745c-cf5c-4733-8cd9-25da69ca1286,North America,Groceries,07b19183-1fa3-4f8d-b27e-4f153e6ace69,10,917.06,19.38,3/31/2024,Cancelled,UPS,W002
1687366f-8646-44a3-9fda-0046789be6f3,4/19/2024,06b021bc-3f88-4c90-8e2c-ed53f4171cbe,Asia,Toys,10e9b186-455b-4ee2-b160-69b272cfd843,8,453.23,25.39,6/7/2024,Delivered,USPS,W002
a180c505-2a65-4d99-b5c4-e13a37351416,1/22/2024,f399f90d-3894-47f8-af7b-baaca2761c31,Asia,Furniture,4f1464f2-9c5b-4ceb-aa49-5621d6130242,65,545.58,29.88,2/16/2024,In Transit,Amazon Logistics,W002
5f6c9619-3e23-4222-9fe5-d705c70b5390,5/9/2024,a434abd3-ad1f-4440-aab4-a0914bf3ada7,Europe,Toys,6382c936-c89e-431a-96e0-a79cb1b94439,87,207.13,19.75,6/25/2024,Delivered,USPS,W003
7fc4c23a-28c2-4723-8dda-2801dff78373,4/29/2024,3cbdeca1-66d5-4075-895a-f3decc2a7459,Africa,Clothing,f7a50312-502c-479c-9e10-6dd9a28025b9,36,20.74,10.1,3/11/2024,Cancelled,UPS,W002
9eb8d5ea-e034-4b25-9465-a34b4b94608f,2/22/2024,4bb2743b-e307-455e-a99f-83659affeb16,Asia,Electronics,9e6ce750-91fd-4f68-af05-83ac1f1acbb7,76,684.41,35.38,6/15/2024,Cancelled,USPS,W002
178a376c-aae0-4fa5-a60b-321b6536f70d,4/13/2024,399c54f7-854c-47a9-bc4c-05cb5266bd3e,Asia,Books,91e30345-ea78-4174-8e0d-605d83b4fe1b,64,103.25,40.88,6/18/2024,In Transit,DHL,W002
6f10a9ee-6c21-4cf3-9438-e9039fa3c525,6/3/2024,5dbac464-f77a-44e4-b801-f1b3d9723e76,Australia,Groceries,9ced71b5-a7d1-44d0-84be-bd0cbc3f8676,82,706.45,20.68,5/20/2024,In Transit,UPS,W002
e422cbc6-188d-4802-9164-d8aeb2ebbed3,7/11/2024,f8b4e3ec-3da4-42e1-9263-f852fa732084,Asia,Toys,f772c16b-3bae-45fb-8bc2-fed259160fa6,32,455.58,48.47,7/26/2024,Delivered,FedEx,W001
84517902-af28-4d7e-bea4-ebfeb51cd4c5,2/3/2024,6b027dc9-d788-4956-8829-f5477037f427,Africa,Clothing,9e3fea2b-b86d-4136-928b-806c1d87deae,1,679.88,24.79,6/7/2024,Delivered,FedEx,W001
9b4c0379-979e-40e0-b504-b8295f102da5,7/15/2024,a76bb10c-73ed-4da7-bae7-ef4eb55dd51c,North America,Toys,65ac0b7e-f642-4af3-9d47-901d23a98786,27,984.81,44.33,3/13/2024,Cancelled,Amazon Logistics,W003
129fc91a-7098-4243-aa88-408ad916a421,7/26/2024,73333acb-c234-4c1d-9da0-d6b6428f2701,North America,Furniture,e3915d3a-6310-4ec6-8893-966f67426a0f,99,686.23,8.37,3/19/2024,In Transit,DHL,W003
551b450b-ceb7-4f8f-a612-168b0754eba2,6/4/2024,b49aaf43-c81a-419d-ac05-50cf46450ec4,Asia,Clothing,1b076d5c-0e2c-4d5e-b1c4-6d87353e75c0,10,191.3,35.95,1/4/2024,Cancelled,DHL,W004
9e5aeca3-a4c3-46f0-b468-2c139273e857,6/7/2024,2b05cfc5-ff88-43f6-b957-7426a2fd71e2,Africa,Electronics,15302ab0-c474-4ab5-a028-b5d7d7c7c83c,17,8.75,39,6/23/2024,Delivered,FedEx,W001
281acf55-35ee-4df0-91af-3a8e58f1f765,3/3/2024,b4a63fd5-97df-4386-a4cb-a086c049246b,Europe,Furniture,4874dc5b-0641-4886-ad81-0b7e1d062dde,36,192.9,14.35,4/9/2024,Delivered,Amazon Logistics,W002
0a34f544-db34-4d20-861c-dcab8fbb67c1,1/14/2024,75a8a59f-4069-4f94-98b5-3d548bc444f3,Australia,Furniture,4a3b7375-33ff-4f68-97ac-9c45acbdd13d,68,66.35,7.99,4/6/2024,Cancelled,DHL,W001
eadc81b7-a989-4cc9-b52f-8b4071610807,1/13/2024,28faab55-45be-4170-abe9-33313769e7e2,Asia,Books,3445d2dc-7273-4ea8-ae1a-4ad45500f54a,99,307.51,24.17,3/22/2024,In Transit,FedEx,W002
eabf8316-d255-4cd9-b0bc-168c4c321b95,5/15/2024,42e7c79b-cdb8-4540-b333-89d3d94f4d04,Europe,Electronics,2bb30a5a-5721-4574-b77a-4a8d318ea93b,19,560.78,25.18,7/27/2024,Delivered,USPS,W005
5134f80f-9048-4c9a-ae07-98a98e074d07,2/28/2024,fc679e51-cccf-49ce-a2f5-395d903e0764,Europe,Furniture,a63e504a-98b0-4e36-9b01-96e04a69b6e5,59,235.87,23.39,1/19/2024,Cancelled,UPS,W004
d0716854-9251-4623-b5af-5bb87eb99cff,1/13/2024,bbd17c27-467f-498e-ba7f-efb920a115c5,Asia,Books,a5ba0ffa-d50e-444f-9606-84eb68b6a83c,66,141.56,43.4,4/1/2024,Delivered,USPS,W004
d45fd3b3-eee1-448b-b064-2c9bb542d825,4/9/2024,408f8559-c802-493b-ae46-2b67106b32fe,Australia,Furniture,36047a93-50ef-4612-ab68-c6048eef5f21,77,510.2,12.72,5/4/2024,Cancelled,UPS,W001
b8ccd97c-529c-4947-b879-2414ddf367ca,2/12/2024,195ee698-ea9a-4f34-816f-898d3a99c4a9,Europe,Electronics,e58f5eaa-5a1e-4bb3-9e84-166fbd2d56b1,40,287.1,32.17,3/28/2024,Delivered,DHL,W001
95f7f82a-e17a-4c10-bd79-2931a23880b5,7/22/2024,5b29e1b4-fcc7-4bd6-a12c-d9a3e81121e7,Europe,Furniture,9794d41a-9c91-4401-8a23-2add36c1bb7f,25,417.44,30.42,7/11/2024,Cancelled,FedEx,W005
dcab0a5c-4186-4191-91b8-8d857b5a3ec6,1/9/2024,3ff8772b-783e-4f0e-b236-6aa026fa8ab8,Australia,Clothing,1a78ff72-b8a2-4b6e-a961-ec8c18a53f49,84,189.53,33.23,1/20/2024,Delivered,USPS,W002
3d98009d-da0c-4179-ae63-123bd9471cc6,3/14/2024,4be9bc00-dd59-4eff-92bd-5196be9dd49c,North America,Toys,987ebc3d-c902-4446-8381-8206cedae36c,89,306.21,33.18,2/5/2024,In Transit,DHL,W001
a09ffc0a-0325-45d8-a7f4-44837deb694e,6/29/2024,b0fbb56f-0d35-4e7d-97c6-702079d94b19,Asia,Clothing,5530932e-459d-4c9d-8118-1da4e52ebadb,71,857.19,10.49,3/18/2024,Cancelled,FedEx,W005
d2e8eb80-dbd7-4fef-a8a7-864abf910291,6/9/2024,a76ddb5d-202b-40e9-91f4-ed7b7232a188,Australia,Clothing,68e3fb49-18d0-40a9-9ab3-7fc7131383f3,14,181.29,42.52,5/28/2024,In Transit,FedEx,W004
ad92112c-a86b-4d9b-9d14-e9a83946d0ea,7/27/2024,974b3fa0-7ecb-43cf-8f7a-dc2dad5f5f8f,North America,Furniture,3e65d43e-02c5-414d-907b-8972405ad174,67,556.66,11.35,7/27/2024,Delivered,DHL,W001
fcc54068-2962-473d-9da2-53d6a5f9eff3,2/25/2024,c92a8a45-c1fd-4fb4-b309-29c61d029c5a,North America,Clothing,7ed8ff97-84ec-4898-b00c-7cccae45f522,27,932.86,30.63,6/16/2024,Delivered,USPS,W002
eb80ac68-28eb-43ee-9b7d-59b08abbe61e,2/16/2024,1c2055d7-aa45-4037-86cc-ca67de0c907a,Australia,Groceries,0fab5782-b25d-48e9-a35b-ed1eff0f370b,97,880.15,47.38,5/18/2024,In Transit,Amazon Logistics,W005
085a2f15-5295-4811-82c7-3b1efe57245a,6/12/2024,f5e5da7e-3eec-451f-945b-33b1b36ef007,North America,Toys,f3b2377c-ae7d-495a-991c-5b634b073be9,49,207.8,44.75,2/4/2024,Cancelled,Amazon Logistics,W004
d0a1de32-f987-409f-aaeb-d214492cd406,6/28/2024,4bfdd8f9-0c8b-4cee-937e-cd26ed6aeab0,North America,Books,1b059c23-893a-4fa2-a186-e3416bb2a71d,4,735.44,34.51,7/14/2024,In Transit,DHL,W004
7d43a68c-9324-4093-a165-01bf5bf481d3,7/12/2024,d66c8599-bb28-4521-95a6-917c4bf8c6a1,Australia,Furniture,666d473c-948a-4b3b-83f5-a055ba041c08,62,999.9,5.63,7/12/2024,Delivered,UPS,W005
d4d90ca1-5324-42d3-bbfa-957d87551574,1/2/2024,4e944c2f-462f-4cf3-8da7-417f8d637db0,Australia,Clothing,7ce3a044-6640-4ec6-a58d-3191e376b178,28,301.3,11.76,2/22/2024,In Transit,FedEx,W001
183028ed-2b65-49a7-9608-30dacbcbde39,1/28/2024,5d7b4694-4c21-4f4b-9170-fcc1f5c67f23,Australia,Groceries,37a70ceb-a5a0-4da6-9643-7cc76d9ef4a3,11,308.62,43.29,6/3/2024,Delivered,USPS,W002
3b3ac077-a139-4dcd-80c1-2e7073622927,2/4/2024,4bc5b367-b8ad-447f-83b1-789b863f7fc7,Europe,Books,3adeaecf-ad8c-4a7d-999b-92c599d656ec,22,262.82,10.43,5/24/2024,In Transit,DHL,W001
